161	1002554	99
162	1002841	99
163	1003699	99
164	1003691	99
165	1003718	99
166	1003702	99
167	1003692	99
168	1002858	99
169	1002606	99
170	1003700	99
171	1003714	99
172	1001893	99
173	1002496	99
174	1002855	99
175	1002510	99
176	1003153	1
177	1003154	1
178	1003155	1
179	1003156	1
180	1003157	1
181	1003158	1
182	1003159	1
183	1003160	1
184	1003161	1
185	1003162	1
186	1003163	1
187	1003164	1
188	1003172	1
189	1003173	1
190	1003174	1
191	1003175	1
192	1003176	1
193	1003177	1
194	1003178	1
195	1003179	1
196	1003180	1
197	1003181	1
198	1003329	1
199	1003330	1
200	1003331	1
201	1003332	1
202	1003333	1
203	1003334	1
204	1003335	1
205	1003336	1
206	1001778	1
207	1003182	1
208	1003183	1
209	1003184	1
210	1003185	1
211	1003186	1
212	1003187	1
213	1001954	1
214	1003145	1
215	1003146	1
216	1003147	1
217	1003148	1
218	1003149	1
219	1003150	1
220	1003151	1
221	1003152	1
222	1002860	1
223	1002861	1
224	1002868	1
225	1002869	1
226	1002086	1
227	1002087	1
228	1002088	1
229	1002089	1
230	1000401	1
231	1000402	1
232	1000403	1
233	1000404	1
234	1000405	1
235	1000406	1
236	1000407	1
237	1000408	1
238	1000409	1
239	1000410	1
240	1000411	1
241	1000413	1
242	1000414	1
243	1000415	1
244	1000417	1
245	1000418	1
246	1000419	1
247	1000420	1
248	1000421	1
249	1000422	1
250	1000428	1
251	1000430	1
252	1000432	1
253	1000433	1
254	1000434	1
255	1000435	1
256	1000436	1
257	1000437	1
258	1000530	1
259	1000533	1
260	1000535	1
261	1000536	1
262	1000690	1
263	1000714	1
264	1000755	1
265	1000841	1
266	1002149	1
267	1002161	1
268	1002162	1
269	1002292	1
270	1001746	1
271	1003662	1
272	1003663	1
273	1003664	1
274	1001102	1
275	1000641	1
276	1004110	1
277	700001	999
278	710001	999
279	720001	999
280	720002	999
281	720003	999
282	720004	999
283	720010	999
284	721501	999
285	721502	999
286	721503	999
287	721504	999
288	721505	999
289	721506	999
290	740001	999
291	740002	999
292	740003	999
293	740004	999
294	740005	999
295	795009	999
296	1000660	999
297	1001117	999
298	754006	999
299	1000662	999
300	1000659	999
301	1003634	999
302	80001	1
303	80003	1
304	80406	1
305	80412	1
306	80413	1
307	80505	1
308	80509	1
309	80510	1
310	80529	1
311	80812	1
312	1000038	1
313	1000071	1
314	1000072	1
315	1000076	1
316	1000087	1
317	1000122	1
318	1000141	1
319	1000150	1
320	1000154	1
321	1000158	1
322	1000169	1
323	1000199	1
324	1000235	1
325	1000244	1
326	1000257	1
327	1000338	1
328	1000441	1
329	1000445	1
330	1000450	1
331	1000452	1
332	1000453	1
333	1000455	1
334	1000480	1
335	1000483	1
336	1000492	1
337	1000501	1
338	1000502	1
339	1000503	1
340	1000504	1
341	1000505	1
342	1000506	1
343	1000507	1
344	1000508	1
345	1000510	1
346	1000523	1
347	1000527	1
348	1000557	1
349	1000585	1
350	1000616	1
351	1000617	1
352	1000620	1
353	1000622	1
354	1000636	1
355	1000673	1
356	1000687	1
357	1000701	1
358	1000704	1
359	1000705	1
360	1000719	1
361	1000775	1
362	1000819	1
363	1000860	1
364	1000881	1
365	1000954	1
366	1000956	1
367	1000968	1
368	1000976	1
369	1000977	1
370	1000986	1
371	1001060	1
372	1001077	1
373	1001130	1
374	1001854	1
375	1001885	1
376	1003768	1
377	1000853	999
378	1000081	999
